asset_id,category,variant,path,width,height,expected_width,expected_height,palette_colors,palette_limit,keyed_magenta,md5,size_ok,palette_ok
C4,card,saturn_ready,saturn_ready/cards/C4_captain.png,48,72,48,72,15,15,False,5cfaf514ebe1ba04afc471af6a0edbb4,True,True
C5,card,source_fullcolor,source_fullcolor/cards/C5_ambassador.png,384,576,384,576,111983,,False,e42f2bf85917a5bb423d5be7b1f101f0,True,True
C5,card,target_fullcolor,target_fullcolor/cards/C5_ambassador.png,48,72,48,72,3276,,False,08942766208192cdfacb843b6b395d2c,True,True
C5,card,saturn_ready,saturn_ready/cards/C5_ambassador.png,48,72,48,72,15,15,False,2ed4f9997b1f6913db45fac8ea165759,True,True
C6,card,source_fullcolor,source_fullcolor/cards/C6_contessa.png,384,576,384,576,97289,,False,e15aaedfab35afb60bdc2752e7ae9bf7,True,True
C6,card,target_fullcolor,target_fullcolor/cards/C6_contessa.png,48,72,48,72,3139,,False,967ec483d1e410fc5a6ae2736277d4f1,True,True
C6,card,saturn_ready,saturn_ready/cards/C6_contessa.png,48,72,48,72,15,15,False,18e0f0a826fb16829791600cc17b6c29,True,True
U1,ui_sprite,source_fullcolor,source_fullcolor/ui/U1_coin1.png,128,128,128,128,8698,,True,ad7a38bfa2da26b5d5e0f6c4a2e1ea5a,True,True
U1,ui_sprite,target_fullcolor,target_fullcolor/ui/U1_coin1.png,16,16,16,16,151,,True,2b98b9eb55ee258ec51105e2475ad6a5,True,True
U1,ui_sprite,saturn_ready,saturn_ready/ui/U1_coin1.png,16,16,16,16,14,16,True,fe5d285312ad0de0c3997585f65b11d3,True,True
U2,ui_sprite,source_fullcolor,source_fullcolor/ui/U2_coin2.png,128,128,128,128,8548,,True,e3a8988a59b9c578af481697b37bf095,True,True
U2,ui_sprite,target_fullcolor,target_fullcolor/ui/U2_coin2.png,16,16,16,16,148,,True,c106e06e2eb262083d2e0d88a0065991,True,True
U2,ui_sprite,saturn_ready,saturn_ready/ui/U2_coin2.png,16,16,16,16,15,16,True,cb410d3e2f51648589190119ef40dc02,True,True
U3,ui_sprite,source_fullcolor,source_fullcolor/ui/U3_coin3.png,128,128,128,128,8984,,True,e19092ba9357cd969b891ce4ec5ad1fb,True,True
U3,ui_sprite,target_fullcolor,target_fullcolor/ui/U3_coin3.png,16,16,16,16,158,,True,8772c7bbd6936aa8001c014c066eae86,True,True
U3,ui_sprite,saturn_ready,saturn_ready/ui/U3_coin3.png,16,16,16,16,16,16,True,fb6608fd6283f5fc1230db1a73d75069,True,True
U4,ui_sprite,source_fullcolor,source_fullcolor/ui/U4_coin5.png,192,128,192,128,7668,,True,c88cb8ee2327b8e838c09ea36038afef,True,True
U4,ui_sprite,target_fullcolor,target_fullcolor/ui/U4_coin5.png,24,16,24,16,131,,True,4e49df8e3a20cd5c2a342fd2e72e8415,True,True
U4,ui_sprite,saturn_ready,saturn_ready/ui/U4_coin5.png,24,16,24,16,15,16,True,8f4cf4d04bdbd958bb0ee16f442a7c03,True,True
U5,ui_sprite,source_fullcolor,source_fullcolor/ui/U5_coin10.png,192,128,192,128,6848,,True,4ee805a9b10dc4160aeb7258a6cbcb87,True,True
U5,ui_sprite,target_fullcolor,target_fullcolor/ui/U5_coin10.png,24,16,24,16,125,,True,6cfb8336512e86f2aee83a7dd830a5bb,True,True
U5,ui_sprite,saturn_ready,saturn_ready/ui/U5_coin10.png,24,16,24,16,16,16,True,7825b9f27af533f2c445c55ae0856e2b,True,True
U6,ui_sprite,source_fullcolor,source_fullcolor/ui/U6_treasury.png,256,192,256,192,22180,,True,082385e31c5b52afccb5b33b811ad416,True,True
U6,ui_sprite,target_fullcolor,target_fullcolor/ui/U6_treasury.png,32,24,32,24,380,,True,8628ddcf22ae14e35607a67c6e2138ca,True,True
U6,ui_sprite,saturn_ready,saturn_ready/ui/U6_treasury.png,32,24,32,24,16,16,True,00e592d2cbc40532850fa045578d6554,True,True
U7,ui_sprite,source_fullcolor,source_fullcolor/ui/U7_victory.png,1024,256,1024,256,81214,,True,2bf6271e845c4d87c5420cee06e021d6,True,True
U7,ui_sprite,target_fullcolor,target_fullcolor/ui/U7_victory.png,128,32,128,32,2178,,True,5bc3191a432e62523ac4cef5a383023a,True,True
U7,ui_sprite,saturn_ready,saturn_ready/ui/U7_victory.png,128,32,128,32,16,16,True,15c7a0a892dfee19a304babf96a7dd53,True,True
U8,ui_sprite,source_fullcolor,source_fullcolor/ui/U8_defeat.png,1024,256,1024,256,77016,,True,9b5e7913a514062b3489cc9777d7cdb7,True,True
U8,ui_sprite,target_fullcolor,target_fullcolor/ui/U8_defeat.png,128,32,128,32,1974,,True,aa8768db71a852be3de8564b11ca4897,True,True
U8,ui_sprite,saturn_ready,saturn_ready/ui/U8_defeat.png,128,32,128,32,16,16,True,bb914f6b498795da40d3906888d8d156,True,True
U9,ui_sprite,source_fullcolor,source_fullcolor/ui/U9_skull.png,128,128,128,128,5327,,True,5edf33159249a11a52a5b0c2f4f3c09b,True,True
U9,ui_sprite,target_fullcolor,target_fullcolor/ui/U9_skull.png,16,16,16,16,97,,True,73fea9fd2308759af2096fe4ffaf3c49,True,True
U9,ui_sprite,saturn_ready,saturn_ready/ui/U9_skull.png,16,16,16,16,16,16,True,46df1c31b598144c0c9f403e5ba47dcf,True,True
U10,ui_sprite,source_fullcolor,source_fullcolor/ui/U10_shield.png,128,128,128,128,7561,,True,3f281267b604def310f8ffe387858a4f,True,True
U10,ui_sprite,target_fullcolor,target_fullcolor/ui/U10_shield.png,16,16,16,16,130,,True,e60b2fd6251b80970886756d0e4a061a,True,True
U10,ui_sprite,saturn_ready,saturn_ready/ui/U10_shield.png,16,16,16,16,15,16,True,d93076b7cf48be742d521abf58a8708a,True,True
U11,ui_sprite,source_fullcolor,source_fullcolor/ui/U11_question.png,128,128,128,128,7132,,True,391ed8e271373670ae3d9ae3d2837cfb,True,True
U11,ui_sprite,target_fullcolor,target_fullcolor/ui/U11_question.png,16,16,16,16,129,,True,e2f94849883beda9ada82539f30ca9cd,True,True
U11,ui_sprite,saturn_ready,saturn_ready/ui/U11_question.png,16,16,16,16,15,16,True,226f52044a037419314428280d0d557b,True,True
U12,ui_sprite,source_fullcolor,source_fullcolor/ui/U12_crown.png,128,128,128,128,7183,,True,1bfbe0c89a5f44bdb7dcee66a1d75671,True,True
U12,ui_sprite,target_fullcolor,target_fullcolor/ui/U12_crown.png,16,16,16,16,127,,True,b9a46b54741c67961464c51219f274ed,True,True
U12,ui_sprite,saturn_ready,saturn_ready/ui/U12_crown.png,16,16,16,16,16,16,True,ae6806956b8853e9fe811ac38cb59be3,True,True
E1_COUP_01,effect_frame,source_fullcolor,source_fullcolor/effects/E1_coup/E1_coup_f01.png,512,512,512,512,82624,,True,28b655e4256037b2966d1fe1615c024b,True,True
E1_COUP_01,effect_frame,target_fullcolor,target_fullcolor/effects/E1_coup/E1_coup_f01.png,64,64,64,64,1384,,True,c810f290e0583fcd95b002fca75e9ceb,True,True
E1_COUP_01,effect_frame,saturn_ready,saturn_ready/effects/E1_coup/E1_coup_f01.png,64,64,64,64,16,16,True,1ce2148eee8e8e0034a61d4d249e5304,True,True
E1_COUP_02,effect_frame,source_fullcolor,source_fullcolor/effects/E1_coup/E1_coup_f02.png,512,512,512,512,96713,,True,f794f0f054fca1ba37ead66bfed1a523,True,True
E1_COUP_02,effect_frame,target_fullcolor,target_fullcolor/effects/E1_coup/E1_coup_f02.png,64,64,64,64,1718,,True,37ded84b68c2a12c118b78ba1aa1076f,True,True
E1_COUP_02,effect_frame,saturn_ready,saturn_ready/effects/E1_coup/E1_coup_f02.png,64,64,64,64,16,16,True,724919302885899ee267109f81c02cd7,True,True
E1_COUP_03,effect_frame,source_fullcolor,source_fullcolor/effects/E1_coup/E1_coup_f03.png,512,512,512,512,100189,,True,39acbd2c5f322595b0de8a3a325ca677,True,True
E1_COUP_03,effect_frame,target_fullcolor,target_fullcolor/effects/E1_coup/E1_coup_f03.png,64,64,64,64,1786,,True,74c2508208acfca3a03f6c2029898475,True,True
E1_COUP_03,effect_frame,saturn_ready,saturn_ready/effects/E1_coup/E1_coup_f03.png,64,64,64,64,16,16,True,d3c4ef4d20cb41520848eb94eb94953c,True,True
E1_COUP_04,effect_frame,source_fullcolor,source_fullcolor/effects/E1_coup/E1_coup_f04.png,512,512,512,512,90027,,True,cd6c4ac75b4bd1c94865ab05b2fe9ee3,True,True
E1_COUP_04,effect_frame,target_fullcolor,target_fullcolor/effects/E1_coup/E1_coup_f04.png,64,64,64,64,1866,,True,041e508b22ccd06d5349bc68b7b3c14f,True,True
E1_COUP_04,effect_frame,saturn_ready,saturn_ready/effects/E1_coup/E1_coup_f04.png,64,64,64,64,16,16,True,c2e80f36ec9461feea29b6b48e1c338a,True,True
E1_COUP_05,effect_frame,source_fullcolor,source_fullcolor/effects/E1_coup/E1_coup_f05.png,512,512,512,512,78040,,True,5b531b0f46c613fe1f0eeef0de96084d,True,True
E1_COUP_05,effect_frame,target_fullcolor,target_fullcolor/effects/E1_coup/E1_coup_f05.png,64,64,64,64,1511,,True,7ab05fe69b08eb7013add4e24b67bb82,True,True
E1_COUP_05,effect_frame,saturn_ready,saturn_ready/effects/E1_coup/E1_coup_f05.png,64,64,64,64,16,16,True,b0890d21b44fad933410586a77b54833,True,True
E1_COUP_06,effect_frame,source_fullcolor,source_fullcolor/effects/E1_coup/E1_coup_f06.png,512,512,512,512,53644,,True,4c3141e165831b31941ca2bd231bde60,True,True
E1_COUP_06,effect_frame,target_fullcolor,target_fullcolor/effects/E1_coup/E1_coup_f06.png,64,64,64,64,1312,,True,065f9d06119bc9f4985a6312ea61f3a9,True,True
E1_COUP_06,effect_frame,saturn_ready,saturn_ready/effects/E1_coup/E1_coup_f06.png,64,64,64,64,15,16,True,4cbd6bd8525bbab6906431a3a28c2144,True,True
E1_COUP_07,effect_frame,source_fullcolor,source_fullcolor/effects/E1_coup/E1_coup_f07.png,512,512,512,512,16326,,True,34285e60917de9b7ad4c18b7cac9b1fd,True,True
E1_COUP_07,effect_frame,target_fullcolor,target_fullcolor/effects/E1_coup/E1_coup_f07.png,64,64,64,64,766,,True,525cffbfcaac1a8da4218ed6de28b5a0,True,True
E1_COUP_07,effect_frame,saturn_ready,saturn_ready/effects/E1_coup/E1_coup_f07.png,64,64,64,64,15,16,True,77efa2f0e41a1cbc2ee2f3e95bca47ff,True,True
E1_COUP_08,effect_frame,source_fullcolor,source_fullcolor/effects/E1_coup/E1_coup_f08.png,512,512,512,512,4677,,True,c2d6cd6bc7280c9ef3f4d31b57f4cea0,True,True
E1_COUP_08,effect_frame,target_fullcolor,target_fullcolor/effects/E1_coup/E1_coup_f08.png,64,64,64,64,340,,True,39de753b9c98d972b8f00ad4a4546bdc,True,True
E1_COUP_08,effect_frame,saturn_ready,saturn_ready/effects/E1_coup/E1_coup_f08.png,64,64,64,64,15,16,True,dc76b4862ceb306d6f6eebbaaf812ba9,True,True
E2_ASSASSINATE_01,effect_frame,source_fullcolor,source_fullcolor/effects/E2_assassinate/E2_assassinate_f01.png,512,512,512,512,41681,,True,2ad62e7167394b49ad95150f10fbf568,True,True
E2_ASSASSINATE_01,effect_frame,target_fullcolor,target_fullcolor/effects/E2_assassinate/E2_assassinate_f01.png,64,64,64,64,610,,True,f32921437456cc8fcbc8468f6e20c61a,True,True
E2_ASSASSINATE_01,effect_frame,saturn_ready,saturn_ready/effects/E2_assassinate/E2_assassinate_f01.png,64,64,64,64,16,16,True,00361d6f5997d9005a145fc5097bac3f,True,True
E2_ASSASSINATE_02,effect_frame,source_fullcolor,source_fullcolor/effects/E2_assassinate/E2_assassinate_f02.png,512,512,512,512,63303,,True,a45324063e38bcd99ef2ee72cd89b2dd,True,True
E2_ASSASSINATE_02,effect_frame,target_fullcolor,target_fullcolor/effects/E2_assassinate/E2_assassinate_f02.png,64,64,64,64,1140,,True,7af3c1f030be8564aabd615ddd5b3f20,True,True
E2_ASSASSINATE_02,effect_frame,saturn_ready,saturn_ready/effects/E2_assassinate/E2_assassinate_f02.png,64,64,64,64,16,16,True,aeec544dae5b4a9a83c9910b669bc0bf,True,True
E2_ASSASSINATE_03,effect_frame,source_fullcolor,source_fullcolor/effects/E2_assassinate/E2_assassinate_f03.png,512,512,512,512,59526,,True,a21da62ce164490a5ce6e4d906ba87d6,True,True
E2_ASSASSINATE_03,effect_frame,target_fullcolor,target_fullcolor/effects/E2_assassinate/E2_assassinate_f03.png,64,64,64,64,1033,,True,02d90711e1c5d35773d025af5911c0de,True,True
E2_ASSASSINATE_03,effect_frame,saturn_ready,saturn_ready/effects/E2_assassinate/E2_assassinate_f03.png,64,64,64,64,16,16,True,03c82334931222079843ae1b5afb1e78,True,True
E2_ASSASSINATE_04,effect_frame,source_fullcolor,source_fullcolor/effects/E2_assassinate/E2_assassinate_f04.png,512,512,512,512,72583,,True,cf97b1e77319b6645f2153ea337e93b7,True,True
E2_ASSASSINATE_04,effect_frame,target_fullcolor,target_fullcolor/effects/E2_assassinate/E2_assassinate_f04.png,64,64,64,64,1379,,True,13f86b3dd17833845daa45c1f1dbaa35,True,True
E2_ASSASSINATE_04,effect_frame,saturn_ready,saturn_ready/effects/E2_assassinate/E2_assassinate_f04.png,64,64,64,64,16,16,True,4349adffd46d36c54ef191de555c9591,True,True
E2_ASSASSINATE_05,effect_frame,source_fullcolor,source_fullcolor/effects/E2_assassinate/E2_assassinate_f05.png,512,512,512,512,37771,,True,d4c56838942a1c659e6c97628b410245,True,True
E2_ASSASSINATE_05,effect_frame,target_fullcolor,target_fullcolor/effects/E2_assassinate/E2_assassinate_f05.png,64,64,64,64,662,,True,48907e0a8e8fb1b2d267afa9dfa9d967,True,True
E2_ASSASSINATE_05,effect_frame,saturn_ready,saturn_ready/effects/E2_assassinate/E2_assassinate_f05.png,64,64,64,64,16,16,True,3bb19243717abba596d5a30c3863b2f3,True,True
E2_ASSASSINATE_06,effect_frame,source_fullcolor,source_fullcolor/effects/E2_assassinate/E2_assassinate_f06.png,512,512,512,512,22717,,True,43f9745d824c0480bbc01c785cc7d26b,True,True
E2_ASSASSINATE_06,effect_frame,target_fullcolor,target_fullcolor/effects/E2_assassinate/E2_assassinate_f06.png,64,64,64,64,345,,True,a10a9d308993b1ddb57a0c9690743869,True,True
E2_ASSASSINATE_06,effect_frame,saturn_ready,saturn_ready/effects/E2_assassinate/E2_assassinate_f06.png,64,64,64,64,15,16,True,5e10c45f6377c7ee888ba8b4d08da92e,True,True
E2_ASSASSINATE_07,effect_frame,source_fullcolor,source_fullcolor/effects/E2_assassinate/E2_assassinate_f07.png,512,512,512,512,10994,,True,c8a203bbadff31b128636c9cd4d44714,True,True
E2_ASSASSINATE_07,effect_frame,target_fullcolor,target_fullcolor/effects/E2_assassinate/E2_assassinate_f07.png,64,64,64,64,147,,True,b0370c6e9561bf1f7b3744b87eaaee9f,True,True
E2_ASSASSINATE_07,effect_frame,saturn_ready,saturn_ready/effects/E2_assassinate/E2_assassinate_f07.png,64,64,64,64,15,16,True,647226bc684ddbe4c81cfb5f3e66fb45,True,True
E2_ASSASSINATE_08,effect_frame,source_fullcolor,source_fullcolor/effects/E2_assassinate/E2_assassinate_f08.png,512,512,512,512,6904,,True,35531e625edc0efb04cc1f1d7181f1f9,True,True
E2_ASSASSINATE_08,effect_frame,target_fullcolor,target_fullcolor/effects/E2_assassinate/E2_assassinate_f08.png,64,64,64,64,85,,True,1fd87f60dba3f50901691299acc3b61c,True,True
E2_ASSASSINATE_08,effect_frame,saturn_ready,saturn_ready/effects/E2_assassinate/E2_assassinate_f08.png,64,64,64,64,15,16,True,1bd9e3456e8b42715b2001853486af56,True,True
E3_STEAL_01,effect_frame,source_fullcolor,source_fullcolor/effects/E3_steal/E3_steal_f01.png,512,256,512,256,26086,,True,64b0dd91156222740d8943e7d79a726a,True,True
E3_STEAL_01,effect_frame,target_fullcolor,target_fullcolor/effects/E3_steal/E3_steal_f01.png,64,32,64,32,465,,True,40d9e79d46fefa91418c60c297b932b5,True,True
E3_STEAL_01,effect_frame,saturn_ready,saturn_ready/effects/E3_steal/E3_steal_f01.png,64,32,64,32,16,16,True,93cdd2aa30a5bdcc7230d41c4cd0249f,True,True
E3_STEAL_02,effect_frame,source_fullcolor,source_fullcolor/effects/E3_steal/E3_steal_f02.png,512,256,512,256,35320,,True,e479937bcf9f781ae5a021a2374222e8,True,True
E3_STEAL_02,effect_frame,target_fullcolor,target_fullcolor/effects/E3_steal/E3_steal_f02.png,64,32,64,32,603,,True,42344efa89dad345d47c5eecedeaf506,True,True
E3_STEAL_02,effect_frame,saturn_ready,saturn_ready/effects/E3_steal/E3_steal_f02.png,64,32,64,32,16,16,True,c017834f5c41d6cd79794c71d4e7176e,True,True
E3_STEAL_03,effect_frame,source_fullcolor,source_fullcolor/effects/E3_steal/E3_steal_f03.png,512,256,512,256,34144,,True,b3df8a9fd542e50e195ad9bf690b441c,True,True
E3_STEAL_03,effect_frame,target_fullcolor,target_fullcolor/effects/E3_steal/E3_steal_f03.png,64,32,64,32,585,,True,aa96ee1cac39c5fff8feda18c2712852,True,True
E3_STEAL_03,effect_frame,saturn_ready,saturn_ready/effects/E3_steal/E3_steal_f03.png,64,32,64,32,16,16,True,be56388dd55955c0fe3c786c9bcb3c71,True,True
E3_STEAL_04,effect_frame,source_fullcolor,source_fullcolor/effects/E3_steal/E3_steal_f04.png,512,256,512,256,30973,,True,2acb298dafb9736e00aa0f7a99cdac09,True,True
E3_STEAL_04,effect_frame,target_fullcolor,target_fullcolor/effects/E3_steal/E3_steal_f04.png,64,32,64,32,473,,True,c5b8aee9429e2734eb5e9aabcd3d9173,True,True
E3_STEAL_04,effect_frame,saturn_ready,saturn_ready/effects/E3_steal/E3_steal_f04.png,64,32,64,32,16,16,True,684d264fb8540de5a67f3237dc72b3f6,True,True
E3_STEAL_05,effect_frame,source_fullcolor,source_fullcolor/effects/E3_steal/E3_steal_f05.png,512,256,512,256,24394,,True,3bbb8065fdf9c803b3fa63b9c47fb592,True,True
E3_STEAL_05,effect_frame,target_fullcolor,target_fullcolor/effects/E3_steal/E3_steal_f05.png,64,32,64,32,350,,True,0e4166e54010709c1402ae18878eedd4,True,True
E3_STEAL_05,effect_frame,saturn_ready,saturn_ready/effects/E3_steal/E3_steal_f05.png,64,32,64,32,16,16,True,628c6774cc2e4611d716d9311d85feca,True,True
E3_STEAL_06,effect_frame,source_fullcolor,source_fullcolor/effects/E3_steal/E3_steal_f06.png,512,256,512,256,19632,,True,b6b38cb781e976a567e85f5e8a30e600,True,True
E3_STEAL_06,effect_frame,target_fullcolor,target_fullcolor/effects/E3_steal/E3_steal_f06.png,64,32,64,32,217,,True,f3b0c3365fae4a1226758e693aae97c7,True,True
E3_STEAL_06,effect_frame,saturn_ready,saturn_ready/effects/E3_steal/E3_steal_f06.png,64,32,64,32,16,16,True,a7556779f2da390cc0311745168466f2,True,True
E4_TAX_01,effect_frame,source_fullcolor,source_fullcolor/effects/E4_tax/E4_tax_f01.png,256,256,256,256,10281,,True,2a6ec68e21fdb2ee161766db572e4aaf,True,True
E4_TAX_01,effect_frame,target_fullcolor,target_fullcolor/effects/E4_tax/E4_tax_f01.png,32,32,32,32,149,,True,bb8357c5a7644003241e645612e0d498,True,True
E4_TAX_01,effect_frame,saturn_ready,saturn_ready/effects/E4_tax/E4_tax_f01.png,32,32,32,32,15,16,True,fed13cbe273228641df7d93ab4394e7e,True,True
E4_TAX_02,effect_frame,source_fullcolor,source_fullcolor/effects/E4_tax/E4_tax_f02.png,256,256,256,256,15452,,True,03080a74490ffa36384635f69194c529,True,True
E4_TAX_02,effect_frame,target_fullcolor,target_fullcolor/effects/E4_tax/E4_tax_f02.png,32,32,32,32,225,,True,83340736af52158ca8e36c9c73f11351,True,True
E4_TAX_02,effect_frame,saturn_ready,saturn_ready/effects/E4_tax/E4_tax_f02.png,32,32,32,32,16,16,True,e060e350b3b91cc0237dbb3fade512f8,True,True
E4_TAX_03,effect_frame,source_fullcolor,source_fullcolor/effects/E4_tax/E4_tax_f03.png,256,256,256,256,15250,,True,6eff1bcdc820a5686bc0c50a1cb4061c,True,True
E4_TAX_03,effect_frame,target_fullcolor,target_fullcolor/effects/E4_tax/E4_tax_f03.png,32,32,32,32,214,,True,377e52f45933c59a38b2d16a554e04f2,True,True
E4_TAX_03,effect_frame,saturn_ready,saturn_ready/effects/E4_tax/E4_tax_f03.png,32,32,32,32,16,16,True,20785812b87b4c736bffc15b5d186cd8,True,True
E4_TAX_04,effect_frame,source_fullcolor,source_fullcolor/effects/E4_tax/E4_tax_f04.png,256,256,256,256,18822,,True,ec02cf7ac21c0d7691d12ea8c27a7874,True,True
E4_TAX_04,effect_frame,target_fullcolor,target_fullcolor/effects/E4_tax/E4_tax_f04.png,32,32,32,32,279,,True,0c482b4be14c4de6f05307fe6531ee14,True,True
E4_TAX_04,effect_frame,saturn_ready,saturn_ready/effects/E4_tax/E4_tax_f04.png,32,32,32,32,16,16,True,c984a801874a3060ec95c9620aba112c,True,True
E4_TAX_05,effect_frame,source_fullcolor,source_fullcolor/effects/E4_tax/E4_tax_f05.png,256,256,256,256,14294,,True,562cb847fa77e7227c06a389b17487e9,True,True
E4_TAX_05,effect_frame,target_fullcolor,target_fullcolor/effects/E4_tax/E4_tax_f05.png,32,32,32,32,174,,True,e6d04f913bb33e1179059ae01fb7a5c7,True,True
E4_TAX_05,effect_frame,saturn_ready,saturn_ready/effects/E4_tax/E4_tax_f05.png,32,32,32,32,16,16,True,9ff38d5dcf3ad38c536674e6b5d016d0,True,True
E4_TAX_06,effect_frame,source_fullcolor,source_fullcolor/effects/E4_tax/E4_tax_f06.png,256,256,256,256,12936,,True,d9c88981f75ed20d251f8d3fff161b87,True,True
E4_TAX_06,effect_frame,target_fullcolor,target_fullcolor/effects/E4_tax/E4_tax_f06.png,32,32,32,32,159,,True,eb3da8d1e6b51a4e7f443fed9241e647,True,True
E4_TAX_06,effect_frame,saturn_ready,saturn_ready/effects/E4_tax/E4_tax_f06.png,32,32,32,32,16,16,True,2870523db653303dc7f42639ff54e0a7,True,True
E5_EXCHANGE_01,effect_frame,source_fullcolor,source_fullcolor/effects/E5_exchange/E5_exchange_f01.png,512,256,512,256,45142,,True,67e32cdff5301348bdd72b87f0769abc,True,True
E5_EXCHANGE_01,effect_frame,target_fullcolor,target_fullcolor/effects/E5_exchange/E5_exchange_f01.png,64,32,64,32,747,,True,b9a281d325291bf2fbb72a21fe094506,True,True
E5_EXCHANGE_01,effect_frame,saturn_ready,saturn_ready/effects/E5_exchange/E5_exchange_f01.png,64,32,64,32,15,16,True,332187c69642f55df70966d003f07318,True,True
E5_EXCHANGE_02,effect_frame,source_fullcolor,source_fullcolor/effects/E5_exchange/E5_exchange_f02.png,512,256,512,256,33527,,True,df528b391d467ff191ca7d3267d7a8b0,True,True
E5_EXCHANGE_02,effect_frame,target_fullcolor,target_fullcolor/effects/E5_exchange/E5_exchange_f02.png,64,32,64,32,455,,True,1ad7337cbd8ef5afc2503edc884a7889,True,True
E5_EXCHANGE_02,effect_frame,saturn_ready,saturn_ready/effects/E5_exchange/E5_exchange_f02.png,64,32,64,32,15,16,True,db94ce1f9ac69714e80f6811be98c2e5,True,True
E5_EXCHANGE_03,effect_frame,source_fullcolor,source_fullcolor/effects/E5_exchange/E5_exchange_f03.png,512,256,512,256,32721,,True,f87f49ade342dccd4eb3f1eab0d4ada8,True,True
E5_EXCHANGE_03,effect_frame,target_fullcolor,target_fullcolor/effects/E5_exchange/E5_exchange_f03.png,64,32,64,32,427,,True,f75e502f9665da7a6854c474e24a2425,True,True
E5_EXCHANGE_03,effect_frame,saturn_ready,saturn_ready/effects/E5_exchange/E5_exchange_f03.png,64,32,64,32,15,16,True,3b7c0a332afd1c957dd7effb4ee3d8a2,True,True
E5_EXCHANGE_04,effect_frame,source_fullcolor,source_fullcolor/effects/E5_exchange/E5_exchange_f04.png,512,256,512,256,35806,,True,edc7f09bf73fb20f5101fc434ec913b7,True,True
E5_EXCHANGE_04,effect_frame,target_fullcolor,target_fullcolor/effects/E5_exchange/E5_exchange_f04.png,64,32,64,32,595,,True,f879854c783ffa7dabf012cecf1f1211,True,True
E5_EXCHANGE_04,effect_frame,saturn_ready,saturn_ready/effects/E5_exchange/E5_exchange_f04.png,64,32,64,32,15,16,True,b4e7020bf426f2682497c043051d8fc5,True,True
E5_EXCHANGE_05,effect_frame,source_fullcolor,source_fullcolor/effects/E5_exchange/E5_exchange_f05.png,512,256,512,256,27573,,True,43acc0cf581df8e1dd3af2b1153b5648,True,True
E5_EXCHANGE_05,effect_frame,target_fullcolor,target_fullcolor/effects/E5_exchange/E5_exchange_f05.png,64,32,64,32,365,,True,118d310d1eff3b505cf7477d71132863,True,True
E5_EXCHANGE_05,effect_frame,saturn_ready,saturn_ready/effects/E5_exchange/E5_exchange_f05.png,64,32,64,32,15,16,True,46dfbe17287ddc6accace1ba34d8b2a7,True,True
E5_EXCHANGE_06,effect_frame,source_fullcolor,source_fullcolor/effects/E5_exchange/E5_exchange_f06.png,512,256,512,256,37817,,True,cb008c9e4b25cc7405392b7ed7af5749,True,True
E5_EXCHANGE_06,effect_frame,target_fullcolor,target_fullcolor/effects/E5_exchange/E5_exchange_f06.png,64,32,64,32,595,,True,051e3addbf2292384613502d8a13805b,True,True
E5_EXCHANGE_06,effect_frame,saturn_ready,saturn_ready/effects/E5_exchange/E5_exchange_f06.png,64,32,64,32,15,16,True,a6460ee1f649e938baa0cb2072afaac3,True,True
E5_EXCHANGE_07,effect_frame,source_fullcolor,source_fullcolor/effects/E5_exchange/E5_exchange_f07.png,512,256,512,256,42006,,True,bb9158752e3e324b2756cbd08eee4a92,True,True
E5_EXCHANGE_07,effect_frame,target_fullcolor,target_fullcolor/effects/E5_exchange/E5_exchange_f07.png,64,32,64,32,695,,True,3a2bba5b3509740fc88046dfcb37d509,True,True
E5_EXCHANGE_07,effect_frame,saturn_ready,saturn_ready/effects/E5_exchange/E5_exchange_f07.png,64,32,64,32,15,16,True,22c74a242d751882212abfaece0ef3af,True,True
E5_EXCHANGE_08,effect_frame,source_fullcolor,source_fullcolor/effects/E5_exchange/E5_exchange_f08.png,512,256,512,256,42978,,True,8fd731209518a4b89066aec7c2c2d3b2,True,True
E5_EXCHANGE_08,effect_frame,target_fullcolor,target_fullcolor/effects/E5_exchange/E5_exchange_f08.png,64,32,64,32,702,,True,8fb3e74d9123c755a99972b186095886,True,True
E5_EXCHANGE_08,effect_frame,saturn_ready,saturn_ready/effects/E5_exchange/E5_exchange_f08.png,64,32,64,32,15,16,True,010b9a4f62202a2ad9caac0859b46e6f,True,True
E6_BLOCK_01,effect_frame,source_fullcolor,source_fullcolor/effects/E6_block/E6_block_f01.png,512,512,512,512,31985,,True,4c8d93109667328aa30f907711a93b5a,True,True
E6_BLOCK_01,effect_frame,target_fullcolor,target_fullcolor/effects/E6_block/E6_block_f01.png,64,64,64,64,641,,True,098d2e127f8c8bb1c3bffbe395050c56,True,True
E6_BLOCK_01,effect_frame,saturn_ready,saturn_ready/effects/E6_block/E6_block_f01.png,64,64,64,64,15,16,True,86b1b1f91d3f235f6b40a649ee7b3d40,True,True
E6_BLOCK_02,effect_frame,source_fullcolor,source_fullcolor/effects/E6_block/E6_block_f02.png,512,512,512,512,60911,,True,e996b817a9586b00f77fe9dd75a6937c,True,True
E6_BLOCK_02,effect_frame,target_fullcolor,target_fullcolor/effects/E6_block/E6_block_f02.png,64,64,64,64,1320,,True,5ffad9219c6881f92c7287b03e226fdf,True,True
E6_BLOCK_02,effect_frame,saturn_ready,saturn_ready/effects/E6_block/E6_block_f02.png,64,64,64,64,15,16,True,4cb40c52dff843c6763db496b170cd52,True,True
